,TF,Target,Label
351,470,1218,1
352,470,747,1
353,470,1257,1
354,470,13,1
355,470,549,1
356,470,686,1
357,470,1272,1
358,470,557,1
359,470,121,1
360,470,508,1
361,498,438,1
362,498,1114,1
363,498,611,1
364,498,1038,1
365,498,1277,1
366,498,538,1
367,498,325,1
368,505,1089,1
369,677,638,1
370,677,1208,1
371,677,208,1
372,677,283,1
373,677,599,1
374,677,870,1
375,677,154,1
376,677,1185,1
377,677,883,1
378,677,782,1
379,677,697,1
380,677,1010,1
381,677,102,1
382,677,695,1
383,677,1168,1
384,677,504,1
385,677,618,1
386,677,1249,1
387,677,508,1
388,677,836,1
389,677,954,1
390,677,9,1
391,677,664,1
392,677,515,1
393,677,904,1
394,677,57,1
395,677,919,1
396,677,1229,1
397,677,1299,1
398,677,909,1
399,677,92,1
400,677,1189,1
401,677,1264,1
402,677,1205,1
403,677,1030,1
404,677,299,1
405,677,665,1
406,677,555,1
407,677,337,1
408,677,52,1
409,677,1291,1
410,677,1294,1
411,677,85,1
412,677,636,1
413,677,907,1
414,677,890,1
415,677,712,1
416,677,1054,1
417,677,1111,1
418,677,126,1
419,677,138,1
420,677,826,1
421,677,780,1
422,677,1118,1
423,677,1037,1
424,677,97,1
425,677,1239,1
426,677,181,1
427,677,451,1
428,677,846,1
429,677,567,1
430,710,1277,1
431,710,1093,1
432,710,337,1
433,748,142,1
434,766,282,1
435,766,1213,1
436,766,790,1
437,766,208,1
438,766,907,1
439,766,918,1
440,766,571,1
441,766,1010,1
442,801,221,1
443,801,481,1
444,801,156,1
445,801,619,1
446,801,496,1
447,801,609,1
448,801,490,1
449,801,79,1
450,801,82,1
451,801,605,1
452,801,119,1
453,801,1293,1
454,801,1022,1
455,801,989,1
456,801,1057,1
457,801,1142,1
458,801,325,1
459,801,501,1
460,801,191,1
461,801,1032,1
462,801,1229,1
463,801,163,1
464,801,1002,1
465,801,38,1
466,801,954,1
467,801,528,1
468,801,927,1
469,801,36,1
470,801,478,1
471,801,521,1
472,801,104,1
473,801,919,1
474,801,995,1
475,801,1197,1
476,801,575,1
477,801,282,1
478,801,877,1
479,801,73,1
480,801,788,1
481,801,1091,1
482,801,591,1
483,801,229,1
484,801,1249,1
485,801,416,1
486,801,1316,1
487,801,627,1
488,801,248,1
489,801,1000,1
490,801,968,1
491,801,1124,1
492,801,1060,1
493,801,750,1
494,801,470,1
495,801,771,1
496,801,522,1
497,801,64,1
498,801,874,1
499,801,320,1
500,801,847,1
501,801,754,1
502,801,1216,1
503,801,381,1
504,801,620,1
505,801,1248,1
506,801,444,1
507,801,956,1
508,801,153,1
509,801,1062,1
510,801,1114,1
511,801,1219,1
512,801,329,1
513,801,1040,1
514,801,387,1
515,801,1162,1
516,801,1318,1
517,801,1201,1
518,801,98,1
519,801,235,1
520,801,317,1
521,801,1132,1
522,801,334,1
523,801,714,1
524,801,1098,1
525,801,205,1
526,801,644,1
527,801,673,1
528,801,1016,1
529,801,93,1
530,801,793,1
531,801,30,1
532,801,452,1
533,801,613,1
534,801,1051,1
535,801,168,1
536,801,703,1
537,801,740,1
538,801,415,1
539,801,303,1
540,801,316,1
541,801,213,1
542,801,305,1
543,801,1159,1
544,801,47,1
545,801,493,1
546,801,1024,1
547,801,281,1
548,801,798,1
549,801,86,1
550,801,770,1
551,801,34,1
552,801,1107,1
553,801,1307,1
554,801,517,1
555,801,271,1
556,801,654,1
557,801,550,1
558,801,216,1
559,801,1243,1
560,801,845,1
561,801,54,1
562,826,1037,1
563,879,82,1
564,879,573,1
565,879,699,1
566,879,1244,1
567,879,1196,1
568,879,895,1
569,879,575,1
570,879,1067,1
571,879,200,1
572,879,505,1
573,879,374,1
574,879,656,1
575,879,1250,1
576,879,798,1
577,879,1089,1
578,879,462,1
579,879,92,1
580,879,562,1
581,879,1112,1
582,879,641,1
583,879,1010,1
584,879,26,1
585,879,686,1
586,879,826,1
587,879,181,1
588,879,871,1
589,879,1098,1
590,879,833,1
591,879,444,1
592,879,545,1
593,879,1062,1
594,879,831,1
595,879,1242,1
596,879,564,1
597,879,456,1
598,879,516,1
599,879,1290,1
600,879,1125,1
601,879,290,1
602,879,296,1
603,879,1066,1
604,879,549,1
605,879,1225,1
606,879,1033,1
607,879,336,1
608,879,613,1
609,879,164,1
610,879,1137,1
611,879,253,1
612,879,1139,1
613,879,68,1
614,879,395,1
615,879,870,1
616,879,980,1
617,879,967,1
618,879,1215,1
619,879,1188,1
620,879,793,1
621,879,249,1
622,879,618,1
623,879,1096,1
624,879,812,1
625,879,933,1
626,879,1258,1
627,879,1285,1
628,879,1248,1
629,879,862,1
630,879,1009,1
631,879,165,1
632,879,675,1
633,879,365,1
634,879,9,1
635,879,322,1
636,879,535,1
637,879,100,1
638,880,540,1
639,880,714,1
640,1017,165,1
641,1017,791,1
642,1017,790,1
643,1017,336,1
644,1017,910,1
645,1017,15,1
646,1017,691,1
647,1017,831,1
648,1017,156,1
649,1017,1234,1
650,1017,667,1
651,1017,263,1
652,1017,788,1
653,1017,365,1
654,1017,928,1
655,1017,798,1
656,1017,283,1
657,1017,1037,1
658,1017,1180,1
659,1017,641,1
660,1017,830,1
661,1017,674,1
662,1017,1245,1
663,1017,181,1
664,1017,890,1
665,1017,1055,1
666,1017,518,1
667,1017,343,1
668,1017,665,1
669,1017,770,1
670,1017,1150,1
671,1017,126,1
672,1017,946,1
673,1017,1009,1
674,1017,1294,1
675,1017,138,1
676,1017,1218,1
677,1017,1243,1
678,1017,871,1
679,1017,1125,1
680,1017,92,1
681,1017,955,1
682,1017,1145,1
683,1017,1260,1
684,1017,575,1
685,1017,469,1
686,1017,853,1
687,1017,967,1
688,1017,1110,1
689,1017,564,1
690,1017,368,1
691,1017,551,1
692,1017,50,1
693,1017,829,1
694,1017,870,1
695,1017,1258,1
696,1017,1090,1
697,1017,812,1
698,1017,954,1
699,1017,1154,1
700,1017,1010,1
701,1017,554,1
702,1017,406,1
703,1017,102,1
704,1017,783,1
705,1017,1225,1
706,1017,846,1
707,1017,45,1
708,1017,451,1
709,1017,424,1
710,1017,950,1
711,1017,130,1
712,1017,526,1
713,1017,337,1
714,1077,1185,1
715,1077,1220,1
716,1077,583,1
717,1174,423,1
718,1174,671,1
719,1174,733,1
720,1174,66,1
721,1174,639,1
722,1174,1059,1
723,1174,387,1
724,1174,311,1
725,1174,620,1
726,1174,364,1
727,1174,703,1
728,1174,1106,1
729,1174,276,1
730,1174,787,1
731,1174,250,1
732,1174,687,1
733,1174,538,1
734,1174,148,1
735,1174,636,1
736,1174,510,1
737,1174,369,1
738,1174,382,1
739,1174,81,1
740,1174,346,1
741,1174,1016,1
742,1174,478,1
743,1174,359,1
744,1174,160,1
745,1174,1091,1
746,1174,790,1
747,1174,149,1
748,1174,7,1
749,1174,1317,1
750,1174,1281,1
751,1174,1094,1
752,1174,611,1
753,1174,996,1
754,1174,1040,1
755,1174,60,1
756,1174,602,1
757,1174,660,1
758,1174,1038,1
759,1174,939,1
760,1174,314,1
761,1174,1307,1
762,1174,24,1
763,1174,513,1
764,1174,508,1
765,1174,216,1
766,1174,1007,1
767,1174,62,1
768,1174,377,1
769,1174,1159,1
770,1174,850,1
771,1174,204,1
772,1174,415,1
773,1174,583,1
774,1174,284,1
775,1174,728,1
776,1174,1316,1
777,1174,619,1
778,1174,490,1
779,1174,1277,1
780,1174,325,1
781,1174,166,1
782,1174,320,1
783,1174,306,1
784,1174,277,1
785,1174,1114,1
786,1174,55,1
787,1174,438,1
788,1174,256,1
789,1174,1249,1
790,1174,437,1
791,1174,156,1
792,0,245,0
793,0,811,0
794,0,48,0
795,0,467,0
796,0,37,0
797,0,677,0
798,0,331,0
799,0,393,0
800,0,16,0
801,0,380,0
802,0,345,0
803,0,290,0
804,0,378,0
805,0,1098,0
806,0,1047,0
807,0,798,0
808,0,256,0
809,0,1046,0
810,0,1213,0
811,0,829,0
812,0,1273,0
813,0,793,0
814,0,167,0
815,0,866,0
816,0,1166,0
817,0,106,0
818,0,204,0
819,0,232,0
820,0,83,0
821,0,1269,0
822,0,1175,0
823,0,686,0
824,0,474,0
825,0,593,0
826,0,1142,0
827,0,981,0
828,0,262,0
829,0,193,0
830,0,783,0
831,0,1239,0
832,0,923,0
833,0,1131,0
834,0,668,0
835,0,383,0
836,0,975,0
837,0,136,0
838,0,928,0
839,0,431,0
840,0,504,0
841,0,254,0
842,0,230,0
843,0,159,0
844,0,563,0
845,0,209,0
846,0,1108,0
847,0,1042,0
848,0,1197,0
849,0,995,0
850,0,870,0
851,0,109,0
852,0,291,0
853,0,1235,0
854,0,75,0
855,0,1118,0
856,0,316,0
857,0,255,0
858,0,937,0
859,0,353,0
860,0,987,0
861,0,510,0
862,0,786,0
863,0,824,0
864,0,976,0
865,0,986,0
866,0,199,0
867,0,891,0
868,0,605,0
869,0,1241,0
870,0,547,0
871,0,1010,0
872,0,1185,0
873,0,1080,0
874,0,886,0
875,0,833,0
876,0,134,0
877,0,152,0
878,0,62,0
879,0,299,0
880,0,1228,0
881,0,391,0
882,0,899,0
883,0,309,0
884,0,195,0
885,0,246,0
886,0,84,0
887,0,416,0
888,0,1189,0
889,0,740,0
890,0,627,0
891,0,141,0
892,0,1101,0
893,0,732,0
894,0,100,0
895,0,701,0
896,0,1238,0
897,0,996,0
898,0,1044,0
899,0,936,0
900,0,430,0
901,0,218,0
902,0,883,0
903,0,376,0
904,0,207,0
905,0,187,0
906,0,1270,0
907,0,544,0
908,0,849,0
909,0,610,0
910,0,1184,0
911,0,602,0
912,0,1208,0
913,0,1067,0
914,0,646,0
915,0,96,0
916,0,660,0
917,0,984,0
918,0,1263,0
919,0,51,0
920,0,1130,0
921,0,1127,0
922,0,629,0
923,0,92,0
924,0,428,0
925,0,715,0
926,0,522,0
927,0,24,0
928,0,174,0
929,0,702,0
930,0,1113,0
931,0,1012,0
932,0,450,0
933,0,842,0
934,0,597,0
935,0,546,0
936,0,500,0
937,0,395,0
938,0,424,0
939,0,818,0
940,0,1307,0
941,0,394,0
942,0,1266,0
943,0,601,0
944,0,1091,0
945,0,231,0
946,0,1225,0
947,0,387,0
948,0,1201,0
949,0,851,0
950,0,99,0
951,0,970,0
952,0,1008,0
953,0,690,0
954,0,15,0
955,0,1138,0
956,0,18,0
957,0,236,0
958,0,283,0
959,0,549,0
960,0,403,0
961,0,825,0
962,0,320,0
963,0,863,0
964,0,285,0
965,0,1165,0
966,0,169,0
967,0,361,0
968,0,1181,0
969,0,735,0
970,0,108,0
971,0,1156,0
972,0,943,0
973,0,830,0
974,0,1062,0
975,0,324,0
976,0,1291,0
977,0,170,0
978,0,856,0
979,0,401,0
980,0,271,0
981,0,261,0
982,0,1279,0
983,0,994,0
984,0,362,0
985,0,583,0
986,0,306,0
987,0,97,0
988,0,905,0
989,0,1002,0
990,0,180,0
991,0,307,0
992,0,58,0
993,0,893,0
994,0,252,0
995,0,466,0
996,0,326,0
997,0,998,0
998,0,1161,0
999,0,213,0
1000,0,482,0
1001,0,198,0
1002,0,1257,0
1003,0,777,0
1004,0,1303,0
1005,0,168,0
1006,0,149,0
1007,0,736,0
1008,0,461,0
1009,0,1031,0
1010,0,731,0
1011,0,1226,0
1012,0,1188,0
1013,0,872,0
1014,0,548,0
1015,0,1065,0
1016,0,1245,0
1017,0,497,0
1018,0,438,0
1019,0,721,0
1020,0,10,0
1021,0,531,0
1022,0,771,0
1023,0,113,0
1024,0,314,0
1025,0,501,0
1026,0,1103,0
1027,0,1289,0
1028,0,634,0
1029,0,706,0
1030,0,573,0
1031,0,624,0
1032,0,382,0
1033,0,1267,0
1034,0,247,0
1035,0,56,0
1036,0,971,0
1037,0,1214,0
1038,0,305,0
1039,0,723,0
1040,0,156,0
1041,0,618,0
1042,0,1000,0
1043,0,372,0
1044,0,1219,0
1045,0,8,0
1046,0,529,0
1047,0,1240,0
1048,0,155,0
1049,0,869,0
1050,0,918,0
1051,0,658,0
1052,0,643,0
1053,0,1054,0
1054,0,222,0
1055,0,1028,0
1056,0,1078,0
1057,0,447,0
1058,0,344,0
1059,0,420,0
1060,0,74,0
1061,0,405,0
1062,0,103,0
1063,0,348,0
1064,0,496,0
1065,0,367,0
1066,0,311,0
1067,0,852,0
1068,0,1167,0
1069,0,1232,0
1070,0,269,0
1071,0,590,0
1072,0,1261,0
1073,0,472,0
1074,0,1038,0
1075,0,32,0
1076,0,920,0
1077,0,876,0
1078,0,1231,0
1079,0,1292,0
1080,0,1083,0
1081,0,340,0
1082,0,1318,0
1083,0,799,0
1084,0,242,0
1085,0,1109,0
1086,0,248,0
1087,0,762,0
1088,0,960,0
1089,0,682,0
1090,0,705,0
1091,0,993,0
1092,0,848,0
1093,0,60,0
1094,0,1317,0
1095,0,1134,0
1096,0,68,0
1097,0,1100,0
1098,0,1220,0
1099,0,150,0
1100,0,647,0
1101,0,844,0
1102,0,579,0
1103,0,471,0
1104,0,263,0
1105,0,956,0
1106,0,1035,0
1107,0,827,0
1108,0,608,0
1109,0,616,0
1110,0,215,0
1111,0,554,0
1112,0,1037,0
1113,0,1255,0
1114,0,1013,0
1115,0,1248,0
1116,0,1063,0
1117,0,4,0
1118,0,468,0
1119,0,719,0
1120,0,435,0
1121,0,439,0
1122,0,934,0
1123,0,951,0
1124,0,1030,0
1125,0,392,0
1126,0,885,0
1127,0,552,0
1128,0,112,0
1129,0,635,0
1130,0,671,0
1131,0,166,0
1132,0,514,0
1133,0,1041,0
1134,0,922,0
1135,0,1090,0
1136,0,30,0
1137,0,564,0
1138,0,76,0
1139,0,418,0
1140,0,91,0
1141,0,1005,0
1142,0,1147,0
1143,0,130,0
1144,0,1139,0
1145,0,425,0
1146,0,860,0
1147,0,591,0
1148,0,1040,0
1149,0,761,0
1150,0,949,0
1151,0,258,0
1152,0,1193,0
1153,0,606,0
1154,0,276,0
1155,0,88,0
1156,0,980,0
1157,0,1230,0
1158,0,417,0
1159,0,962,0
1160,0,857,0
1161,0,1085,0
1162,0,77,0
1163,0,279,0
1164,0,917,0
1165,0,153,0
1166,0,480,0
1167,0,1025,0
1168,0,293,0
1169,0,1276,0
1170,0,655,0
1171,0,1244,0
1172,0,1137,0
1173,0,598,0
1174,0,1007,0
1175,0,670,0
1176,0,137,0
1177,0,175,0
1178,0,898,0
1179,0,941,0
1180,0,847,0
1181,0,289,0
1182,0,801,0
1183,0,750,0
1184,0,364,0
1185,0,457,0
1186,0,585,0
1187,0,764,0
1188,0,374,0
1189,0,1311,0
1190,0,358,0
1191,0,1300,0
1192,0,879,0
1193,0,648,0
1194,0,1151,0
1195,0,493,0
1196,0,1178,0
1197,0,739,0
1198,0,880,0
1199,0,321,0
1200,0,400,0
1201,0,310,0
1202,0,1187,0
1203,0,576,0
1204,0,914,0
1205,0,453,0
1206,0,33,0
1207,0,102,0
1208,0,11,0
1209,0,625,0
1210,0,651,0
1211,0,1280,0
1212,0,1315,0
1213,0,139,0
1214,0,938,0
1215,0,442,0
1216,0,536,0
1217,0,359,0
1218,0,1308,0
1219,0,603,0
1220,0,963,0
1221,0,281,0
1222,0,1024,0
1223,0,977,0
1224,0,674,0
1225,0,924,0
1226,0,465,0
1227,0,728,0
1228,0,999,0
1229,0,144,0
1230,0,287,0
1231,0,858,0
1232,0,27,0
1233,0,241,0
1234,0,1034,0
1235,0,877,0
1236,0,1004,0
1237,0,1310,0
1238,0,550,0
1239,0,785,0
1240,0,897,0
1241,0,775,0
1242,0,1170,0
1243,0,868,0
1244,0,738,0
1245,0,356,0
1246,0,600,0
1247,0,614,0
1248,0,171,0
1249,0,845,0
1250,0,238,0
1251,0,1076,0
1252,0,412,0
1253,0,1288,0
1254,0,196,0
1255,0,796,0
1256,0,1009,0
1257,0,684,0
1258,0,757,0
1259,0,543,0
1260,0,342,0
1261,0,377,0
1262,0,709,0
1263,0,768,0
1264,0,814,0
1265,0,1018,0
1266,0,733,0
1267,0,1275,0
1268,0,832,0
1269,0,1061,0
1270,0,911,0
1271,0,1286,0
1272,0,397,0
1273,0,59,0
1274,0,930,0
1275,0,494,0
1276,0,333,0
1277,0,744,0
1278,0,460,0
1279,0,1233,0
1280,0,142,0
1281,0,787,0
1282,0,1254,0
1283,0,498,0
1284,0,779,0
1285,0,1068,0
1286,0,675,0
1287,0,511,0
1288,0,882,0
1289,0,1218,0
1290,0,607,0
1291,0,586,0
1292,0,189,0
1293,0,244,0
1294,0,1126,0
1295,0,443,0
1296,0,143,0
1297,0,741,0
1298,0,617,0
1299,0,402,0
1300,0,322,0
1301,0,859,0
1302,0,656,0
1303,0,172,0
1304,0,961,0
1305,0,458,0
1306,0,54,0
1307,0,560,0
1308,0,1039,0
1309,0,805,0
1310,0,220,0
1311,0,964,0
1312,0,1313,0
1313,0,339,0
1314,0,227,0
1315,0,1202,0
1316,0,1304,0
1317,0,781,0
1318,0,349,0
1319,0,752,0
1320,0,538,0
1321,0,1120,0
1322,0,203,0
1323,0,862,0
1324,0,840,0
1325,0,959,0
1326,0,700,0
1327,0,177,0
1328,0,772,0
1329,0,441,0
1330,0,1159,0
1331,0,363,0
1332,0,1016,0
1333,0,765,0
1334,0,652,0
1335,0,685,0
1336,0,1066,0
1337,0,748,0
1338,0,769,0
1339,0,819,0
1340,0,308,0
1341,0,328,0
1342,0,968,0
1343,0,46,0
1344,0,31,0
1345,0,929,0
1346,0,912,0
1347,0,1210,0
1348,0,773,0
1349,0,131,0
1350,0,257,0
1351,0,1260,0
1352,0,594,0
1353,0,1089,0
1354,0,802,0
1355,0,488,0
1356,0,672,0
1357,0,225,0
1358,0,965,0
1359,0,17,0
1360,0,396,0
1361,0,871,0
1362,0,726,0
1363,0,641,0
1364,0,952,0
1365,0,942,0
1366,0,979,0
1367,0,974,0
1368,0,1268,0
1369,0,907,0
1370,0,390,0
1371,0,72,0
1372,0,53,0
1373,0,512,0
1374,0,398,0
1375,0,566,0
1376,0,507,0
1377,0,297,0
1378,0,1264,0
1379,0,259,0
1380,0,792,0
1381,0,915,0
1382,0,944,0
1383,0,1052,0
1384,0,1129,0
1385,0,117,0
1386,0,820,0
1387,0,347,0
1388,0,875,0
1389,0,985,0
1390,0,116,0
1391,0,900,0
1392,0,967,0
1393,0,476,0
1394,0,766,0
1395,0,644,0
1396,0,1256,0
1397,0,1072,0
1398,0,800,0
1399,0,365,0
1400,0,631,0
1401,0,176,0
1402,0,973,0
1403,0,1082,0
1404,0,890,0
1405,0,681,0
1406,0,1290,0
1407,0,1051,0
1408,0,355,0
1409,0,821,0
1410,0,817,0
1411,0,628,0
1412,0,1027,0
1413,0,157,0
1414,0,1212,0
1415,0,1149,0
1416,0,1121,0
1417,0,303,0
1418,0,65,0
1419,0,1200,0
1420,0,1168,0
1421,0,1133,0
1422,0,725,0
1423,0,667,0
1424,0,1297,0
1425,0,161,0
1426,0,1154,0
1427,0,160,0
1428,0,409,0
1429,0,1104,0
1430,0,662,0
1431,0,788,0
1432,0,680,0
1433,0,524,0
1434,0,219,0
1435,0,399,0
1436,0,404,0
1437,0,26,0
1438,0,759,0
1439,0,808,0
1440,0,1314,0
1441,0,477,0
1442,0,352,0
1443,0,338,0
1444,0,79,0
1445,0,767,0
1446,0,569,0
1447,0,454,0
1448,0,909,0
1449,0,491,0
1450,0,122,0
1451,0,797,0
1452,0,835,0
1453,0,755,0
1454,0,129,0
1455,0,865,0
1456,0,718,0
1457,0,1274,0
1458,0,162,0
1459,0,506,0
1460,0,838,0
1461,0,810,0
1462,0,584,0
1463,0,69,0
1464,0,381,0
1465,0,745,0
1466,0,368,0
1467,0,1281,0
1468,0,572,0
1469,0,1088,0
1470,0,807,0
1471,0,1122,0
1472,0,200,0
1473,0,532,0
1474,0,89,0
1475,0,1293,0
1476,0,1057,0
1477,0,47,0
1478,0,691,0
1479,0,304,0
1480,0,774,0
1481,0,1114,0
1482,0,592,0
1483,0,1148,0
1484,0,350,0
1485,0,509,0
1486,0,118,0
1487,0,649,0
1488,0,1242,0
1489,0,1086,0
1490,0,388,0
1491,0,1117,0
1492,0,730,0
1493,0,1099,0
1494,0,163,0
1495,0,178,0
1496,0,790,0
1497,0,1278,0
1498,0,459,0
1499,0,722,0
1500,0,604,0
1501,0,578,0
1502,0,212,0
1503,0,530,0
1504,0,421,0
1505,0,1136,0
1506,0,919,0
1507,0,371,0
1508,0,1285,0
1509,0,746,0
1510,0,28,0
1511,0,519,0
1512,0,1064,0
1513,0,1229,0
1514,0,66,0
1515,0,45,0
1516,0,135,0
1517,0,294,0
1518,0,221,0
1519,0,249,0
1520,0,414,0
1521,0,843,0
1522,0,1132,0
1523,0,1070,0
1524,0,1215,0
1525,0,277,0
1526,0,503,0
1527,0,966,0
1528,0,1140,0
1529,0,946,0
1530,0,947,0
1531,0,997,0
1532,0,323,0
1533,0,495,0
1534,0,351,0
1535,0,612,0
1536,0,434,0
1537,0,346,0
1538,0,1045,0
1539,0,888,0
1540,0,562,0
1541,0,1309,0
1542,0,451,0
1543,0,312,0
1544,0,440,0
1545,0,1107,0
1546,0,206,0
1547,0,415,0
1548,0,1144,0
1549,0,188,0
1550,0,268,0
1551,0,1153,0
1552,0,1150,0
1553,0,151,0
1554,0,373,0
1555,0,574,0
1556,0,906,0
1557,0,989,0
1558,0,1252,0
1559,0,939,0
1560,0,61,0
1561,0,1247,0
1562,0,988,0
1563,0,14,0
1564,0,211,0
1565,0,1320,0
1566,0,1050,0
1567,0,78,0
1568,0,1157,0
1569,0,1095,0
1570,0,107,0
1571,0,1171,0
1572,0,948,0
1573,0,1295,0
1574,0,240,0
1575,0,813,0
1576,0,782,0
1577,0,80,0
1578,0,1224,0
1579,0,426,0
1580,0,105,0
1581,0,273,0
1582,0,632,0
1583,0,1271,0
1584,0,958,0
1585,0,1015,0
1586,0,695,0
1587,165,453,0
1588,165,789,0
1589,165,1080,0
1590,165,1137,0
1591,165,314,0
1592,165,977,0
1593,165,474,0
1594,165,1290,0
1595,165,1162,0
1596,165,203,0
1597,165,844,0
1598,165,266,0
1599,165,1116,0
1600,165,910,0
